028a48a	2026-06-24	fix(session-watcher): log safe_user_turn_count to match ingested payload
01aabeb	2026-06-24	fix(session-watcher): reschedule in-flight-skipped events; reset node_ids on shrink (#34)
a969ea1	2026-06-25	fix(transcript): close turns by completion signal so multi-record responses stay whole
ed603de	2026-06-25	feat(engine): whisper-health coverage/precision aggregation
de13afb	2026-06-25	feat(engine): expose whisper_health in stats()
cafe89f	2026-06-25	test(api): assert whisper_health present in /admin/stats
7029667	2026-06-25	test: correct schema reference in whisper-health comment
ac6f539	2026-06-25	fix(engine): read whisper-health aggregates under one snapshot
1adf970	2026-06-25	fix(session-watcher): stop reconcile job before watchers on shutdown; test recreate-failure path
9674f55	2026-06-25	docs(main): correct shutdown-race comment (remove_job narrows, not closes)
ce7f34a	2026-06-26	feat(session-watcher): add session_watcher_catchup_concurrency setting (#52)
da8e16e	2026-06-26	chore: gitignore local tool dirs (council, superpowers, graphify, cursor, etc.)
e763cc6	2026-06-26	refactor(session-watcher): optional state_lock guards _ingest_session state write (#52)
53c93ae	2026-06-26	feat(session-watcher): under-lock stop check + _ingesting in-flight tracker + catchup_ingest (#52)
1e8ac19	2026-06-26	feat(session-watcher): _iter_catchup_candidates + _run_catchup with in-flight retry pass (#52)
0d9deb0	2026-06-26	feat(session-watcher): off-bind-path catch-up with uncapped drain-before-close for live + catch-up (#52)
e53ced8	2026-06-26	refactor(session-watcher): drop orphaned _scan_sessions; _run_catchup is the single catch-up path (#52)
aa63725	2026-06-26	test(session-watcher): adopt SessionWatcherHandle return type (#52)
a6bd6f8	2026-06-26	style(session-watcher): split semicolon test statements to satisfy ruff E702 (#52)
743a86d	2026-06-26	test(session-watcher): prove drain completes before engine.shutdown (#52)
0ec703b	2026-06-26	fix(session-watcher): transactional startup tears down observers on partial failure (#52)
ed56c32	2026-06-26	fix(session-watcher): drain in-flight + cover catch-up thread start in transactional startup (#52)
82e6804	2026-06-27	chore: gitignore .codebase-memory/ (regenerable mcp graph artifact)
7859402	2026-06-27	fix(engine): double-checked locking in _get_hybrid_search (#27)
084b293	2026-06-29	feat(ui-api): active-graph-first default + space drill-down for /ui/graph (#22)
bcbbe74	2026-06-29	feat(ui): fetchGraph space param + GraphData.all_spaces/has_no_space + ViewScope type (#22)
fe28d30	2026-06-29	feat(ui): buildSpaceLegend + scopeLabel + requestGuard pure helpers (#22)
a174a63	2026-06-29	feat(ui): active-first wiring + scope-aware dimming + drill/banner + loadGraph guard/error (#22)
9f6823e	2026-06-29	docs(ui): note the no-space '' filter injection is load-bearing for canvas dimming (#22)
61015a4	2026-06-29	feat(ui): English UI copy + global "Show all" archival mode (#22 follow-up)
3c49bac	2026-06-29	feat(ui): default to "show all" + ungate per-space drill from clusterBySpace (#22)
afe8e90	2026-06-29	fix(store): normalize placeholder space strings to None + migration (#22)
475d959	2026-06-29	fix(background): normalize auto_cluster majority space (#22 council follow-up)
f0ce0c4	2026-06-29	feat(engine): space_locked flag so auto_cluster respects curated globals (#22)
7d467ae	2026-06-29	fix(engine): harden space_locked against scoping/staleness gaps (#22 council)
1b982f0	2026-06-30	fix(engine): enforce identity-space invariant on all write paths (#22 council)
304f9ae	2026-06-30	fix(ui): scope-aware TopBar count + drill-exit preserves space deselections (#22 slice-A follow-ups)
586e354	2026-06-30	fix(ui): auto-add new mid-session spaces to the filter, keep deselections (#22 council)
f4f6cd9	2026-06-30	feat(ui): add crossSpaceMixing cohesion metric (#22 slice B)
9afbcb4	2026-06-30	feat(ui): macro/micro per-space cluster layout, Barnes-Hut + radius slots (#22 slice B)
40cd780	2026-06-30	feat(ui): cluster-by-space toggle checkbox + setter (#22 slice B)
5305325	2026-06-30	feat(ui): size-gated cluster layout (largest-space gate, DEV mode hook) (#22 slice B)
d7cf6a6	2026-06-30	fix(background): don't advance auto_link watermark past unembedded nodes (#26)
d117d83	2026-06-30	refactor(setup): module-level argv-aware _is_ormah_hook + _merge_hooks (#70)
846bcbc	2026-06-30	fix(setup): fail-closed atomic _install_hooks; preserve co-tenant Claude hooks (#70)
b5a610d	2026-06-30	fix(setup): fail-closed success-gated Codex hook install (#70)
6887cac	2026-06-30	fix(setup): preserve .env comments and ordering, atomic write (#70)
89e0e08	2026-06-30	fix(setup): fail-closed on non-object hooks section; collapse dup .env keys (#70)
fae511f	2026-06-30	fix(setup): fail-closed on non-list hooks event (nested schema drift) (#70)
2d155ce	2026-06-30	fix(setup): preserve hook matchers not modified by the merge (#70)
6098cad	2026-06-30	fix(setup): make _is_ormah_hook total — preserve malformed hook entries (#70)
f77c7a7	2026-06-30	fix(setup): total crash-free hook merge with fail-closed backstop (#70)
7e4c8a4	2026-07-01	fix(setup): preserve symlinks and untouched hook matchers
d6d7851	2026-07-02	feat(llm): ClaudeCliAdapter via claude -p --no-session-persistence (stdin, subscription, bounded concurrency)
7b31a7a	2026-07-02	feat(llm): generic ingest_llm_provider/model seam routes extraction; maintenance untouched
b8c3883	2026-07-02	fix(cli): gate whisper-store cursor advance on ingest status, cover claude_cli extraction budget
c8b2c40	2026-07-02	test(background): prove claude_cli ingest path suppresses transcript persistence
e68abae	2026-07-02	test(whisper): patch ingest_llm_generate seam for extraction path
ccb24b3	2026-07-02	fix(cli): whisper-store gate treats non-dict 200 body as failure (fail-closed)
d07b189	2026-07-02	fix(security): claude_cli extractor actually denies all tools (was fail-open)
1811b2f	2026-07-02	fix(cli): advance whisper cursor only on status:processed; validate claude_cli timeout
a39e7b1	2026-07-02	fix(security): disable inherited hooks in claude_cli child + clean the stub transcript
3448f26	2026-07-02	fix(security): never treat claude_cli session_id as a glob when cleaning the stub
2dcd9d1	2026-07-03	feat(config): add session_watcher flush_bytes/retry_seconds settings
9cf18d4	2026-07-03	feat(dedup): duplicate_checked table + full node-mutation invalidation (5 sites)
64e98f4	2026-07-05	fix(index): atomic full_rebuild + abort-on-partial; startup tolerates rebuild failure
