b5425e9	2026-06-15	docs(background): bounded forgetting (#28) implementation plan	docs/superpowers/plans/2026-06-15-bounded-forgetting/00-overview.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/01-config.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/02-archived-at-plumbing.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/03-stamp-on-demotion.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/04-file-store-tombstone.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/07-phase-b-purge.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/08-scheduler.md
4d7aa02	2026-06-15	docs(background): bounded forgetting (#28) plan HTML companions	docs/superpowers/plans/2026-06-15-bounded-forgetting/00-overview.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/01-config.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/02-archived-at-plumbing.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/03-stamp-on-demotion.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/04-file-store-tombstone.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/07-phase-b-purge.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/08-scheduler.html
96985ee	2026-06-15	docs(background): revise #28 plan per council R1 (cap protections, TOCTOU, archived_at durability)	docs/superpowers/plans/2026-06-15-bounded-forgetting-design.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/02-archived-at-plumbing.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/02-archived-at-plumbing.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/03-stamp-on-demotion.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/03-stamp-on-demotion.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.md,docs/superpowers/specs/2026-06-15-bounded-forgetting-design.md
b458e47	2026-06-15	docs(background): revise #28 plan per council R2 (atomic guarded delete, lazy legacy backfill, cap dedup)	docs/superpowers/plans/2026-06-15-bounded-forgetting-design.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/00-overview.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/00-overview.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/02-archived-at-plumbing.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/02-archived-at-plumbing.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/09-legacy-backfill.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/09-legacy-backfill.md,docs/superpowers/specs/2026-06-15-bounded-forgetting-design.md
fc4ce29	2026-06-15	docs(background): revise #28 plan per council R3 (hybrid guard, atomic soft_delete, move-first, disk backfill)	docs/superpowers/plans/2026-06-15-bounded-forgetting-design.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/04-file-store-tombstone.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/04-file-store-tombstone.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/05-forgetting-gates.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/06-cap-backstop.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/09-legacy-backfill.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/09-legacy-backfill.md,docs/superpowers/specs/2026-06-15-bounded-forgetting-design.md
71c4c50	2026-06-15	docs(background): finalize #28 plan per council R4 (H9 write-all; document accepted deletion/mutation race)	docs/superpowers/plans/2026-06-15-bounded-forgetting-design.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/00-overview.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/00-overview.md,docs/superpowers/plans/2026-06-15-bounded-forgetting/04-file-store-tombstone.html,docs/superpowers/plans/2026-06-15-bounded-forgetting/04-file-store-tombstone.md,docs/superpowers/specs/2026-06-15-bounded-forgetting-design.md
cc4d132	2026-06-15	docs(background): cite engine race follow-up as #29 in #28 spec	docs/superpowers/plans/2026-06-15-bounded-forgetting-design.html,docs/superpowers/specs/2026-06-15-bounded-forgetting-design.md
34fde4e	2026-06-15	feat(config): bounded forgetting settings (#28)	src/ormah/config.py,tests/test_config.py
22cd865	2026-06-15	feat(index): add durable archived_at timestamp to nodes (#28)	src/ormah/index/builder.py,src/ormah/index/db.py,src/ormah/index/schema.sql,src/ormah/models/node.py,src/ormah/store/markdown.py,tests/test_index/test_archived_at_durability.py,tests/test_index/test_migrations.py,tests/test_store/test_markdown.py
2980f74	2026-06-15	feat(engine): stamp archived_at on entering archival, clear on leaving (#28)	src/ormah/engine/memory_engine.py,tests/test_engine/test_archived_at.py,tests/test_index/test_archived_at_durability.py
6aa6e3e	2026-06-15	feat(store): stamp deleted_at on soft_delete; add list_deleted/purge (#28)	src/ormah/store/file_store.py,tests/test_store/test_soft_delete_tombstone.py
3d57c0b	2026-06-15	feat(background): forgetting gates + atomic guarded soft-delete (#28)	src/ormah/background/forgetting_manager.py,src/ormah/engine/memory_engine.py,tests/test_background/test_forgetting_manager.py,tests/test_engine/test_delete_guarded.py
d8f29ca	2026-06-15	feat(background): cap backstop forget-score eviction respecting protections (#28)	src/ormah/background/forgetting_manager.py,tests/test_background/test_forgetting_manager.py
4a2c28f	2026-06-15	feat(background): phase B hard-purge of expired tombstones (#28)	src/ormah/background/forgetting_manager.py,tests/test_background/test_forgetting_manager.py
1840bbf	2026-06-15	feat(background): register forgetting manager job (#28)	src/ormah/background/scheduler.py,tests/test_background/test_scheduler.py
26795a8	2026-06-15	feat(background): lazy atomic legacy archived_at file backfill (#28)	src/ormah/background/forgetting_manager.py,tests/test_background/test_legacy_backfill.py
706d29e	2026-06-15	refactor(background): address final-review nits — purge reuses known path, log forgetting failures with stack trace (#28)	src/ormah/background/forgetting_manager.py,src/ormah/store/file_store.py
dfdc989	2026-06-15	fix(session-watcher): ingest only appended turns via byte cursor (#33)	src/ormah/background/session_watcher.py,tests/test_background/test_session_watcher.py
08cd9b0	2026-06-15	fix(session-watcher): ingest only appended turns via byte cursor (#33)	src/ormah/background/session_watcher.py,tests/test_background/test_session_watcher.py
c9d54e1	2026-06-16	feat(background): run forgetting_manager in the sleep-cycle pass (#28)	src/ormah/api/routes_admin.py,tests/test_api/test_routes.py
997a26c	2026-06-16	fix(server): exit cleanly on port conflict instead of KeepAlive respawn loop	src/ormah/cli.py,src/ormah/server_manager.py,tests/test_server_manager.py,tests/test_setup.py
bad08b0	2026-06-16	fix(background): tolerate markdown-fenced JSON in LLM maintenance jobs	src/ormah/background/auto_linker.py,src/ormah/background/conflict_detector.py,src/ormah/background/consolidator.py,src/ormah/background/duplicate_merger.py,src/ormah/background/llm_client.py,tests/test_llm_json.py
ccfb6e0	2026-06-16	fix(llm): disable Ollama thinking to stop JSON truncation	src/ormah/background/llm/ollama_adapter.py
9f3674a	2026-06-16	fix(background): tolerate markdown-fenced JSON in maintenance jobs	src/ormah/background/auto_linker.py,src/ormah/background/conflict_detector.py,src/ormah/background/consolidator.py,src/ormah/background/duplicate_merger.py,src/ormah/background/llm_client.py
171d87a	2026-06-16	fix(server): exit cleanly on port conflict instead of KeepAlive respawn loop	src/ormah/cli.py,src/ormah/server_manager.py,tests/test_server_manager.py,tests/test_setup.py
44a16b7	2026-06-17	docs(spec): embedding delta backfill + continuous reconciliation (#32)	docs/superpowers/specs/2026-06-16-embedding-delta-backfill-design.md
b80980a	2026-06-17	docs(spec): rich HTML companion for embedding delta backfill (#32)	docs/superpowers/plans/2026-06-16-embedding-delta-backfill-design.html
7438b8b	2026-06-17	docs(plan): embedding delta backfill implementation plan, 8 tasks (#32)	.council/current-plan.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/00-overview.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/01-config.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/02-embed-node-rows.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/03-backfill-embeddings.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/04-index-embedding-retry.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/05-startup-remove-block.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/06-background-job.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/07-scheduler-register.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/08-admin-run-all.md
aafae4a	2026-06-17	docs(plan): rich HTML companion for embedding delta backfill overview (#32)	docs/superpowers/plans/2026-06-16-embedding-delta-backfill/00-overview.html
7272d9d	2026-06-17	docs(plan): rich HTML companions for all 8 task files (#32)	docs/superpowers/plans/2026-06-16-embedding-delta-backfill/01-config.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/02-embed-node-rows.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/03-backfill-embeddings.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/04-index-embedding-retry.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/05-startup-remove-block.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/06-background-job.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/07-scheduler-register.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/08-admin-run-all.html
87385a9	2026-06-17	docs(plan): revise #32 plan per council R1 — quarantine, scheduler fallback, completeness, observability	.council/calibration.md,.council/council-result.md,.council/current-plan.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/00-overview.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/00-overview.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/01-config.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/01-config.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/02-embed-node-rows.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/02-embed-node-rows.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/03-backfill-embeddings.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/03-backfill-embeddings.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/05-startup-remove-block.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/05-startup-remove-block.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/06-background-job.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/06-background-job.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/09-scheduler-independent-fallback.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/09-scheduler-independent-fallback.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/10-observability-and-e2e.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/10-observability-and-e2e.md
b0167b4	2026-06-17	docs(council): R2 review of revised #32 plan — quarantine critique, recommend simpler design	.council/adversarial-focus.txt,.council/calibration.md,.council/council-result.md
6b4ffce	2026-06-17	feat(config): add embedding backfill + index-retry settings (#32)	src/ormah/config.py,tests/test_config.py
3765072	2026-06-17	refactor(engine): extract _embed_node_rows returning embedded/failed ids (#32)	src/ormah/engine/memory_engine.py,tests/test_engine/test_embed_node_rows.py
4b36b27	2026-06-17	feat(engine): backfill_embeddings (delta + schema-bump, no quarantine) (#32)	src/ormah/engine/memory_engine.py,tests/test_engine/test_backfill_embeddings.py
a19cac7	2026-06-17	feat(engine): bounded retry in _index_embedding to reduce embedding gaps (#32)	src/ormah/engine/memory_engine.py,tests/test_engine/test_index_embedding_retry.py
2c93111	2026-06-17	perf(engine): stop blocking startup on full re-embed; recovery moves to job (#32)	src/ormah/engine/memory_engine.py,tests/test_engine/test_startup_no_embedding.py
d76cc38	2026-06-17	feat(background): embedding_backfill job, non-ok on incomplete store (#32)	src/ormah/background/embedding_backfill.py,tests/test_background/test_embedding_backfill.py
b29981e	2026-06-17	feat(background): register embedding_backfill job with post-bind first run (#32)	src/ormah/background/scheduler.py,tests/test_background/test_scheduler_embedding_backfill.py
4c72d3b	2026-06-17	feat(api): run embedding_backfill in the sleep-cycle run-all pass (#32)	src/ormah/api/routes_admin.py,tests/test_api/test_admin_embedding_backfill_task.py
cd43e77	2026-06-17	feat(server): scheduler-independent embedding backfill fallback with retry/backoff (#32)	src/ormah/main.py,tests/test_main_backfill_fallback.py
dccdfb5	2026-06-17	feat(engine): expose embedding_gap + schema_version in stats; E2E recovery test (#32)	src/ormah/engine/memory_engine.py,tests/test_engine/test_embedding_observability.py
c535bfa	2026-06-17	docs(plan): reconcile #32 plan to implemented no-quarantine design + regen companions	docs/superpowers/plans/2026-06-16-embedding-delta-backfill/00-overview.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/00-overview.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/01-config.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/01-config.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/02-embed-node-rows.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/02-embed-node-rows.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/03-backfill-embeddings.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/03-backfill-embeddings.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/06-background-job.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/06-background-job.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/09-scheduler-independent-fallback.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/09-scheduler-independent-fallback.md,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/10-observability-and-e2e.html,docs/superpowers/plans/2026-06-16-embedding-delta-backfill/10-observability-and-e2e.md
0544283	2026-06-17	fix(api): run_all_tasks returns status=degraded + HTTP 503 when any task fails (C1/I1)	src/ormah/api/routes_admin.py,tests/test_api/test_admin_embedding_backfill_task.py
f1fceb7	2026-06-17	fix(main): lifecycle-aware backfill fallback with degraded health signal (C2/CH1/CH2)	src/ormah/api/routes_admin.py,src/ormah/main.py,tests/test_api/test_routes.py,tests/test_main_backfill_fallback.py
512e1f2	2026-06-17	fix(ui): AdminPanel surfaces degraded sleep-cycle instead of false success (I2)	ui/src/api.ts,ui/src/components/AdminPanel.tsx
66dcdaf	2026-06-17	chore: gitignore .council/ ephemeral run artifacts	.council/adversarial-focus.txt,.council/calibration.md,.council/council-result.md,.council/current-plan.md,.gitignore
2062f24	2026-06-17	fix(main): keep fallback thread handle when it survives the join timeout (CR1)	src/ormah/main.py,tests/test_main_backfill_fallback.py
b1f6592	2026-06-17	fix(api): /admin/health reports degraded when scheduler embedding_backfill fails (CR2)	src/ormah/api/routes_admin.py,tests/test_api/test_routes.py
4174db0	2026-06-17	docs(spec): graph view WebGL live-force migration to sigma.js	docs/superpowers/plans/2026-06-17-graph-webgl-sigma-design.html,docs/superpowers/specs/2026-06-17-graph-webgl-sigma-design.md
bb5830f	2026-06-17	fix(engine): make embedding backfill cooperatively cancellable (CRA/IA)	src/ormah/background/embedding_backfill.py,src/ormah/engine/memory_engine.py,tests/test_background/test_embedding_backfill.py,tests/test_engine/test_backfill_embeddings.py
b9b13ab	2026-06-17	fix(main): atomic fallback singleton + forward stop_event; revert CR1 (CRB)	src/ormah/main.py,tests/test_main_backfill_fallback.py
96525b5	2026-06-17	fix(api): run-all records task outcomes in JobTracker so health reflects manual runs (CRC)	src/ormah/api/routes_admin.py,tests/test_api/test_routes.py
b4a84f1	2026-06-17	style(test): move threading import to top of fallback test module (E402)	tests/test_main_backfill_fallback.py
132f828	2026-06-17	fix(main): join fallback thread without timeout so engine never closes mid-backfill (C-A/C-B)	src/ormah/main.py,tests/test_main_backfill_fallback.py
6d54746	2026-06-17	fix(lifecycle): cancel scheduler backfill on shutdown + bounded fallback join with post-timeout policy (C1/C2)	src/ormah/background/scheduler.py,src/ormah/main.py,tests/test_background/test_scheduler_embedding_backfill.py,tests/test_main_backfill_fallback.py
b02d98d	2026-06-17	fix(lifecycle): bounded scheduler shutdown + guard schema DELETE on cancel; lifespan shutdown test (A/B/D)	src/ormah/engine/memory_engine.py,src/ormah/main.py,tests/test_engine/test_backfill_embeddings.py,tests/test_main_lifespan_shutdown.py
59b57ba	2026-06-17	fix(lifecycle): per-lifespan stop event in app.state so reload cannot rearm an orphan worker (R1)	src/ormah/main.py,tests/test_main_lifespan_shutdown.py
342e96f	2026-06-17	docs(spec): graph view WebGL live-force migration to sigma.js	docs/superpowers/plans/2026-06-17-graph-webgl-sigma-design.html,docs/superpowers/specs/2026-06-17-graph-webgl-sigma-design.md
86487bf	2026-06-17	docs(plan): sigma.js WebGL graph view implementation plan (8 tasks)	docs/superpowers/plans/2026-06-17-graph-webgl-sigma/00-overview.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/01-tooling-and-deps.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/02-visual-helpers.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/03-graph-model.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/04-sigma-reducers.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/05-force-layout.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/06-graphview-rewrite.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/07-playwright-visual.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/08-cleanup-and-verify.md
cc102de	2026-06-17	docs(plan): rich HTML companions for the 9 sigma.js plan files	docs/superpowers/plans/2026-06-17-graph-webgl-sigma/00-overview.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/01-tooling-and-deps.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/02-visual-helpers.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/03-graph-model.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/04-sigma-reducers.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/05-force-layout.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/06-graphview-rewrite.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/07-playwright-visual.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/08-cleanup-and-verify.html
86a285c	2026-06-17	docs(plan): keep only the overview HTML companion; drop per-task companions	docs/superpowers/plans/2026-06-17-graph-webgl-sigma/01-tooling-and-deps.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/02-visual-helpers.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/03-graph-model.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/04-sigma-reducers.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/05-force-layout.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/06-graphview-rewrite.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/07-playwright-visual.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/08-cleanup-and-verify.html
43e9d6c	2026-06-17	chore: gitignore local tool artifacts (.council, docs/superpowers, graphify-out)	.gitignore,docs/superpowers/plans/2026-06-17-graph-webgl-sigma-design.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/00-overview.html,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/00-overview.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/01-tooling-and-deps.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/02-visual-helpers.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/03-graph-model.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/04-sigma-reducers.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/05-force-layout.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/06-graphview-rewrite.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/07-playwright-visual.md,docs/superpowers/plans/2026-06-17-graph-webgl-sigma/08-cleanup-and-verify.md,docs/superpowers/specs/2026-06-17-graph-webgl-sigma-design.md
40a69d1	2026-06-17	build(ui): add sigma/graphology deps + vitest test runner	ui/package-lock.json,ui/package.json,ui/vitest.config.ts
faa52aa	2026-06-17	refactor(ui): extract pure graph visual helpers + self-role map	ui/src/graph/visual.test.ts,ui/src/graph/visual.ts
f06ad9e	2026-06-17	feat(ui): buildGraph + applyAppearance (in-place restyle) for graphology	ui/src/graph/graphModel.test.ts,ui/src/graph/graphModel.ts
163a017	2026-06-17	feat(ui): sigma reducers — hover, multi-highlight, glow-only, legend focus, filter-dim	ui/src/graph/sigmaReducers.test.ts,ui/src/graph/sigmaReducers.ts
14a0fc8	2026-06-17	feat(ui): injectable FA2 layout wrapper with settle/reheat + static fallback	ui/src/graph/forceLayout.test.ts,ui/src/graph/forceLayout.ts
97b157f	2026-06-17	feat(ui): mount sigma + FA2 layout in GraphView	ui/src/App.tsx,ui/src/components/GraphView.tsx
fc7139d	2026-06-17	feat(ui): sigma hover highlight + click selection	
3d1f691	2026-06-17	feat(ui): port GraphView imperative ref API to sigma	
c721ef5	2026-06-17	feat(ui): legend focus (space/tier/role/edge) + filter-dim via reducer	
1b2ce1c	2026-06-17	feat(ui): node drag reheat + hover tooltip	
044a90a	2026-06-17	feat(ui): focusNodeId prop + sigma zoom controls	
4730b44	2026-06-17	fix(ui): map FilterDrawer node-type filter to dimmed.type (C2 parity)	ui/src/components/GraphView.tsx,ui/src/graph/graphModel.ts,ui/src/graph/sigmaReducers.test.ts,ui/src/graph/sigmaReducers.ts
94aeaf1	2026-06-17	fix(ui): store domain node type under nodeType (sigma reserves node.type)	ui/src/components/GraphView.tsx,ui/src/graph/graphModel.ts
1c471df	2026-06-17	test(ui): Playwright organic-layout (non-grid) + node-drag/reheat tests	ui/playwright/test_graph_drag.py,ui/playwright/test_graph_layout.py
079cf34	2026-06-17	chore(ui): remove cytoscape deps + orphan module declarations	ui/package-lock.json,ui/package.json,ui/src/env.d.ts
42c8e60	2026-06-17	refactor(ui): centralize node/edge/tier enum lists in types.ts (review)	ui/src/App.tsx,ui/src/components/GraphView.tsx,ui/src/types.ts
a3c4b41	2026-06-17	fix(graph): size nodes in layout-position units so they scale with zoom	ui/src/components/GraphView.tsx,ui/src/graph/visual.test.ts,ui/src/graph/visual.ts,ui/src/graphAppearance.ts
5b60e5e	2026-06-17	feat(graph): size nodes by degree, not access_count	ui/src/graph/visual.test.ts,ui/src/graph/visual.ts
8e1445d	2026-06-17	feat(graph): size by unique-neighbour count after edges are built	ui/src/graph/graphModel.test.ts,ui/src/graph/graphModel.ts
03a3d76	2026-06-17	feat(graph): show node label only on hover (Obsidian-style)	ui/src/graph/sigmaReducers.test.ts,ui/src/graph/sigmaReducers.ts
be6212f	2026-06-17	fix(graph): remove duplicate native label on hover — HTML tooltip is the sole hover display	ui/src/graph/sigmaReducers.test.ts,ui/src/graph/sigmaReducers.ts
61165a4	2026-06-17	fix(graph): re-fit camera to whole graph when clearing a legend focus	ui/src/components/GraphView.tsx,ui/src/components/legendFit.test.ts,ui/src/components/legendFit.ts
84e8408	2026-06-24	fix(graph): force full-graph zoom-out when clearing legend focus	ui/src/components/GraphView.tsx
